Exp,Slide,Category,Depth
M4,s058,scd,506.54
M4,s058,scd,501.59
M4,s058,scd,471.783
M4,s058,scd,466.721
M4,s058,scd,518.511
M4,s058,scd,515.096
M4,s058,scd,359.298
M4,s058,scd,395.962
M4,s058,scd,482.202
M4,s058,scd,524.112
M4,s058,scd,516.617
M4,s058,scd,425.508
M4,s058,scd,305.001
M4,s058,scd,335.402
M4,s058,scd,320.451
M4,s058,scd,292.053
M4,s058,scd,286.082
M4,s058,scd,347.106
M4,s058,scs,46.795
M4,s058,scs,24.429
M4,s058,scs,27.854
M4,s058,scs,12.856
M4,s058,scs,70.184
M4,s058,scs,84.544
M4,s058,scs,110.691
M4,s058,scs,116.432
M4,s058,scs,79.507
M4,s058,scs,71.32
M4,s058,scs,56.566
M4,s058,scs,18.18
M4,s058,scs,34.879
M4,s058,scs,66.937
M4,s058,scs,68.194
M4,s058,scs,111.126
M4,s058,scs,31.635
M4,s058,scs,118.851
M4,s058,scs,114.523
M4,s058,scs,116.017
M4,s058,scs,97.928
M4,s058,scs,126.902
M4,s058,scs,118.522
M4,s058,scs,17.668
M4,s058,scs,48.149
M4,s058,scs,123.343
M4,s058,scs,104.483
M4,s058,scs,100.428
M4,s058,scs,149.675
M4,s058,scs,174.854
M4,s058,scs,199.272
M4,s058,scs,220.437
M4,s058,scs,224.962
M4,s058,scs,224.031
M4,s058,scs,153.939
M4,s058,scs,183.213
M4,s058,scs,222.922
M4,s058,scs,233.778
M4,s058,scs,134.557
M4,s058,scs,147.029
M4,s058,scs,159.072
M4,s058,scs,186.245
M4,s058,scs,156.541
M4,s058,scs,146.262
M4,s058,scs,181.261
M4,s058,scs,191.087
M4,s058,scs,164.659
M4,s058,scs,135.864
M4,s058,scs,106.442
M4,s058,scs,130.909
M4,s058,scs,101.812
M4,s058,scs,48.339
M4,s058,scs,238.367
M4,s058,scs,221.714
M4,s058,scs,197.792
M4,s058,scs,254.111
M4,s058,scs,226.304
M4,s058,scs,205.744
M4,s058,scs,218.092
M4,s058,scs,137.544
M4,s058,scs,145.696
M4,s058,scs,186.405
M4,s058,scs,170.898
M4,s058,scs,211.031
M4,s058,scs,227.901
M4,s058,scs,231.41
M4,s058,scs,218.712
M4,s058,scs,251.113
M4,s058,scs,241.894
M4,s058,scs,263.678
M4,s058,scs,158.682
M4,s058,scs,215.328
M4,s059,scd,313.617
M4,s059,scd,342.982
M4,s059,scd,343.804
M4,s059,scd,342.097
M4,s059,scd,371.978
M4,s059,scd,393.823
M4,s059,scd,302.378
M4,s059,scd,315.318
M4,s059,scd,291.676
M4,s059,scd,326.834
M4,s059,scd,324.551
M4,s059,scd,291.849
M4,s059,scd,280.254
M4,s059,scd,280.254
M4,s059,scd,243.851
M4,s059,scd,208.008
M4,s059,scd,278.981
M4,s059,scd,383.188
M4,s059,scd,424.611
M4,s059,scd,428.309
M4,s059,scd,401.905
M4,s059,scd,411.182
M4,s059,scd,459.359
M4,s059,scd,401.557
M4,s059,scd,458.584
M4,s059,scd,401.711
M4,s059,scd,359.068
M4,s059,scd,434.967
M4,s059,scd,406.641
M4,s059,scd,402.128
M4,s059,scd,365.147
M4,s059,scd,321.738
M4,s059,scd,340.699
M4,s059,scd,410.713
M4,s059,scd,453.824
M4,s059,scd,456.894
M4,s059,scd,346.974
M4,s059,scd,157.477
M4,s059,scd,200.627
M4,s059,scd,248.707
M4,s059,scd,282.448
M4,s059,scd,308.6
M4,s059,scd,309.617
M4,s059,scd,332.543
M4,s059,scd,391.086
M4,s059,scd,370.222
M4,s059,scd,350.711
M4,s059,scd,366.752
M4,s059,scd,392.187
M4,s059,scd,402.807
M4,s059,scd,426.72
M4,s059,scd,433.444
M4,s059,scd,465.613
M4,s059,scd,456.246
M4,s059,scd,474.166
M4,s059,scd,461.259
M4,s059,scd,465.908
M4,s059,scd,451.802
M4,s059,scd,358.78
M4,s059,scd,335.135
M4,s059,scd,369.626
M4,s059,scd,385.88
M4,s059,scd,421.524
M4,s059,scd,385.428
M4,s059,scd,387.495
M4,s059,scd,438.163
M4,s059,scd,457.738
M4,s059,scd,476.6
M4,s059,scd,466.051
M4,s059,scs,95.652
M4,s059,scs,15.598
M4,s059,scs,102.934
M4,s059,scs,113.88
M4,s059,scs,137.142
M4,s059,scs,126.485
M4,s059,scs,145.948
M4,s059,scs,188.56
M4,s059,scs,164.854
M4,s059,scs,122.597
M4,s059,scs,152.861
M4,s059,scs,176.331
M4,s059,scs,173.642
M4,s059,scs,153.221
M4,s059,scs,166.406
M4,s059,scs,174.854
M4,s059,scs,199.756
M4,s059,scs,230.216
M4,s059,scs,192.94
M4,s059,scs,94.881
M4,s059,scs,148.397
M4,s059,scs,187.4
M4,s059,scs,259.475
M4,s059,scs,273.531
M4,s059,scs,204.266
M4,s059,scs,224.072
M4,s059,scs,199.387
M4,s059,scs,140.319
M4,s059,scs,179.428
M4,s059,scs,194.268
M4,s059,scs,238.819
M4,s059,scs,279.721
M4,s059,scs,232.034
M4,s059,scs,239.97
M4,s059,scs,143.985
M4,s059,scs,165.812
M4,s059,scs,170.656
M4,s059,scs,157.593
M4,s059,scs,232.271
M4,s059,scs,241.686
M4,s059,scs,272.791
M4,s059,scs,196.278
M4,s059,scs,168.776
M4,s059,scs,192.607
M4,s059,scs,245.418
M4,s059,scs,252.062
M4,s059,scs,265.629
M4,s059,scs,287.027
M4,s059,scs,266.828
M4,s059,scs,271.188
M4,s059,scs,274.661
M4,s059,scs,298.182
M4,s059,scs,284.61
M4,s059,scs,277.256
M4,s059,scs,219.215
M4,s059,scs,305.159
M4,s059,scs,174.618
M4,s059,scs,221.03
M4,s059,scs,255.193
M4,s059,scs,275.537
M4,s059,scs,251.424
M4,s059,scs,270.179
M4,s059,scs,161.151
M4,s059,scs,117.217
M4,s059,scs,280.147
M4,s059,scs,245.418
M4,s059,scs,227.478
M4,s059,scs,67.108
M4,s059,scs,149.92
M4,s059,scs,251.305
M4,s060,scd,314.487
M4,s060,scd,357.318
M4,s060,scd,379.19
M4,s060,scd,373.653
M4,s060,scd,400.458
M4,s060,scd,401.991
M4,s060,scd,359.163
M4,s060,scd,249.287
M4,s060,scd,264.243
M4,s060,scd,258.189
M4,s060,scd,198.522
M4,s060,scd,269.805
M4,s060,scd,292.524
M4,s060,scd,303.931
M4,s060,scd,311.745
M4,s060,scd,350.266
M4,s060,scd,398.112
M4,s060,scd,364.882
M4,s060,scd,356.469
M4,s060,scd,412.987
M4,s060,scd,381.898
M4,s060,scd,374.8
M4,s060,scd,333.942
M4,s060,scd,362.883
M4,s060,scd,395.074
M4,s060,scd,450.247
M4,s060,scd,520.486
M4,s060,scd,440.061
M4,s060,scd,481.034
M4,s060,scd,514.065
M4,s060,scd,489.008
M4,s060,scd,275.12
M4,s060,scd,246.763
M4,s060,scd,363.167
M4,s060,scd,408.735
M4,s060,scd,472.25
M4,s060,scd,454.926
M4,s060,scd,426.612
M4,s060,scd,516.875
M4,s060,scd,334.306
M4,s060,scd,306.839
M4,s060,scd,491.177
M4,s060,scd,446.569
M4,s060,scd,268.748
M4,s060,scd,369.135
M4,s060,scd,385.19
M4,s060,scd,306.959
M4,s060,scd,247.281
M4,s060,scd,426.181
M4,s060,scd,374.733
M4,s060,scd,228.334
M4,s060,scd,533.784
M4,s060,scd,351.411
M4,s060,scd,247.513
M4,s060,scd,261.238
M4,s060,scd,302.295
M4,s060,scd,228.244
M4,s060,scd,161.989
M4,s060,scd,183.376
M4,s060,scs,161.279
M4,s060,scs,77.991
M4,s060,scs,25.889
M4,s060,scs,117.374
M4,s060,scs,97.175
M4,s060,scs,78.578
M4,s060,scs,39.507
M4,s060,scs,86.371
M4,s060,scs,112.154
M4,s060,scs,195.728
M4,s060,scs,179.006
M4,s060,scs,212.452
M4,s060,scs,90.396
M4,s060,scs,109.691
M4,s060,scs,53.565
M4,s060,scs,197.862
M4,s060,scs,157.87
M4,s060,scs,155.053
M4,s060,scs,168.503
M4,s060,scs,176.682
M4,s060,scs,217.797
M4,s060,scs,150.714
M4,s060,scs,153.924
M4,s060,scs,151.216
M4,s060,scs,157.87
M4,s060,scs,126.031
M4,s060,scs,198.661
M4,s060,scs,237.866
M4,s060,scs,224.001
M4,s060,scs,204.671
